,lat,lon,id,slope
258,16.09880042,-96.22255907,8724,21.548
259,-13.2873,-72.1137,2810,40.099
260,-1.1679,36.6905,5209,8.774
261,47.9167,-122.3185,13027,27.78
262,44.3998,-122.4303,9098,5.064
263,37.0943,-121.9776,8976,1.254
264,44.0093,-123.7164,7102,25.086
265,36.7501,-118.7977,2642,0.758
266,48.0079,-122.3101,1691,27.32
267,50.7389,-2.9010000000000002,2014,1.65
268,39.155,-94.5107,7566,2.37
269,47.9694,-122.2321,12757,22.169
270,46.39692045,-122.79791909999999,10000,21.031
271,47.0014,-122.1817,1665,28.523
272,45.3334,26.3516,3132,14.603
273,48.7178,-113.7187,6440,1.948
274,37.335,-107.8397,7592,1.19
275,20.7818,-98.7292,4773,5.185
276,41.5041,-75.982,1201,6.95
277,58.3336,-134.4739,3556,31.693
278,45.4732,-123.7323,6818,16.685
279,36.2032,-82.4673,2484,19.635
280,-29.4985,152.3913,8982,16.918
281,-0.4333,37.2,6024,25.912
282,42.3357,-124.414,12333,16.069
283,0.0482,34.7222,10464,9.667
284,47.6828,-122.0794,8511,8.645
285,10.1359,-61.443999999999996,7559,0.0
286,48.72,-122.2,2219,27.54
287,37.12855432,-122.1211344,5458,23.389
288,40.7477,13.913,9295,20.64
289,47.2671,-122.4471,7901,25.996
290,45.78715735,-123.95887549999999,1830,21.763
291,49.3729,-117.6744,8181,25.646
292,49.8785,-118.1103,12902,25.242
293,47.477798,-122.36271599999999,10669,26.323
294,10.0876,-61.8642,3931,0.0
295,40.866917,-123.03416100000001,10803,26.529
296,43.3374,-122.766,1468,8.053
297,35.55938329,-118.5872534,9605,2.287
298,40.5733,-105.34299999999999,12768,1.221
299,48.0955,-122.4937,5035,34.64
300,4.42559504,-75.25920512,2210,28.768
301,44.2443,-124.1116,8518,17.644
302,45.428000000000004,-123.8466,13475,16.914
303,58.1728,-3.8575,6482,0.0
304,4.469544824,-75.54201472,11322,24.207
305,33.7465,-117.7349,7908,1.641
306,45.5102,-122.7037,7134,14.792
307,-2.49,28.848000000000003,5663,25.786
308,49.42246206,8.75867708,10694,17.188
309,4.4155186230000005,-75.24013941,4583,29.035
310,35.42801327,-120.7765753,5451,0.806
311,10.4701,-66.9072,2674,0.0
312,-43.72511118,169.2058993,13223,-1.0
313,34.019251000000004,-118.5046804,1839,13.503
314,46.1185,-123.2275,10452,12.536
315,20.7715,-156.2414,9268,0.0
316,45.6202,-123.4092,2680,5.013
317,35.5898,-83.37299999999999,12305,14.676
318,45.3537,-118.1936,3752,20.668
319,15.64525862,-91.43664048,4113,30.386
320,35.9631,-93.1774,10036,11.245
321,40.126999999999995,-80.8202,12761,12.235
322,41.9126,24.8,3336,26.603
323,40.4788,-111.7448,6644,8.597
324,-39.0412,177.4136,3938,12.867
325,47.6569,-120.2266,6476,2.718
326,47.5328,-122.073,1653,12.583
327,32.21412463,35.87459382,10204,18.624
328,21.3895,-158.137,3799,31.124
329,34.0633,-118.7002,10499,5.58
330,42.9771,-123.7439,2479,8.693
331,40.61990972,-111.678278,11913,21.909
332,42.2322,-111.7272,5836,7.079
333,38.3632,-82.4539,192,14.169
334,33.7354,-116.8146,6449,1.982
335,12.3476,-84.79,10835,0.0
336,35.4401,-82.249,9257,11.788
337,44.6342,-123.7763,8385,23.891
338,38.1923,15.5555,1208,12.1
339,-22.9493,-43.2063,12108,15.246
340,5.0255,-75.5236,9859,18.147
341,44.3104,-123.6313,9439,21.504
342,44.7971,-123.8976,13486,26.654
343,39.1139,-84.4888,996,4.632
344,43.82083244,-114.2582904,10203,25.809
345,42.9633,-123.8572,1466,30.29
346,37.6084,-122.4242,10031,18.515
347,45.5772,-122.1198,4928,27.049
348,-36.9322,175.4632,3331,0.0
349,38.498000000000005,-106.08,6643,21.505
350,4.44059512,-75.24390515,4570,30.007
351,37.034,-83.1816,10455,22.821
352,42.2791,-123.6161,3755,6.525
353,-35.5035,173.9379,6227,0.0
354,44.1247,-124.1257,6829,17.588
355,10.1557,-83.9717,4742,-1.0
356,45.58963702,-122.82325859999999,10667,8.535
357,4.420642463,-75.23566998,4584,29.465
358,37.37241248,-121.7716119,5456,6.973
359,44.0091,-123.7615,13224,26.378
360,46.9785,-123.8655,2673,18.817
361,45.9782,-123.1913,13016,8.908
362,43.2096,27.938000000000002,3593,7.267
363,64.0056,-149.1201,9895,-1.0
364,-3.41,29.13,5664,29.576
365,46.800865,10.32252242,10693,27.463
366,14.5637,-88.8693,13472,19.567
367,36.8406,-83.3765,7557,19.625
368,45.644,-123.3503,5200,4.932
369,4.420039652,-75.22879753,11325,29.6
370,40.59525301,21.6242683,1492,5.982
371,39.6926,-80.5823,12792,14.811
372,40.06193208,-106.123089,10658,18.637
373,-43.6069,172.7072,3558,28.109
374,40.35664064,-79.87463695,12933,19.039
375,56.1956,-4.7485,8382,5.04
376,45.0514,-93.1569,12759,2.511
377,47.5147,-123.0597,9634,4.926
378,39.29182137,-121.0971565,3900,17.13
379,17.2635,43.1066,2228,31.607
380,32.7862,-116.8526,6688,0.607
381,42.083,44.7,5831,13.496
382,45.2001,-123.8942,8520,17.628
383,40.3316,-78.9261,9096,14.421
384,-29.4884,152.446,13029,12.238
385,18.0918,-76.9429,7930,0.0
386,32.8471,-117.2527,8144,17.915
387,36.126999999999995,-118.8093,8978,26.987
388,47.4427,-121.6707,8376,7.422
389,18.085673,-76.446345,5469,0.0
390,4.48327061,-75.29867747,5638,29.398
391,45.5315,-122.2559,1298,21.391
392,42.6428,-70.939,7953,-1.0
393,40.56823834,-80.07809309,6881,8.466
394,4.9626,8.359,13278,4.491
395,40.01740913,-121.09666659999999,3399,17.966
396,4.457933963,-75.25616169,4980,29.602
397,50.76327922,-120.3290473,5852,17.576
398,45.5653,-122.7774,11379,13.753
399,39.3138,-122.9465,9491,22.236
400,8.4,-75.899,2079,25.491
401,36.187845,-112.032096,2845,34.865
402,4.44059512,-75.24390515,8785,30.007
403,47.6816,-109.7873,10851,5.613
404,17.0,-95.0,4974,3.49
405,-26.8833,-48.65,1608,0.0
406,37.8514,-107.7791,9465,1.122
407,36.40201679,-119.0048126,12508,20.835
408,1.2827,35.446999999999996,3963,30.573
409,40.72142229,-80.31195048,6875,11.884
410,11.28577212,11.31096571,12950,12.492
411,54.372128000000004,48.29313889,1862,2.609
412,53.702353,-2.48863,10409,2.606
413,60.7835,-148.77100000000002,13411,-1.0
414,32.996781,-116.95816200000002,3194,0.947
415,40.4239,-80.0181,5263,11.907
416,34.7899341,46.73140339,11346,25.902
417,-2.492,28.836,11174,24.717
418,50.9749,-119.1813,2274,20.419
419,52.6118,-121.5477,5435,28.318
420,44.7362,-122.1622,1095,25.601
421,44.1872,-123.5561,13247,22.526
422,38.4875,-81.3494,7362,21.49
423,34.0666,-118.9962,8118,20.401
424,46.1185,-123.2274,2422,12.487
425,-16.5293,-68.0861,7150,28.599
426,40.43032404,-79.81215374,11722,15.165
427,52.5471,-2.2783,4513,1.561
428,45.5891,-122.0776,3736,25.374
429,32.4981,-84.9289,12361,2.278
430,61.0952,-140.3188,12153,-1.0
431,47.3473,-122.3217,3504,23.198
432,48.3288,-116.8642,6076,13.79
433,41.3639,41.6822,4721,27.548
434,-31.124961300000002,-64.38386788,12537,0.736
435,46.0701075,7.0208816689999995,8588,31.434
436,37.64,-81.8769,3160,17.987
437,49.2658,-123.2643,5297,4.252
438,34.0401,-118.5968,1637,15.348
439,1.2495,35.5842,4177,38.292
440,44.0765,-69.6188,10052,0.0
441,42.759463000000004,-91.09620600000001,3352,9.515
442,43.8406,-122.62700000000001,12705,7.675
443,39.0545,-94.6478,6620,1.987
444,-9.9241,-76.2488,9234,7.044
445,47.505313,-122.19965,1865,16.486
446,47.97262582,7.784658772,6872,11.703
447,10.5562,-84.8952,9006,0.0
448,4.44059512,-75.24390515,12957,30.007
449,39.7188,-121.6113,9462,12.599
450,4.44059512,-75.24390515,8782,30.007
451,45.7123,-121.5461,11984,20.635
452,50.7386,-2.9034,10856,1.052
453,4.42719512,-75.23780509,8776,30.138
454,-16.6872,178.7081,11970,-1.0
455,-2.0669999999999997,28.563000000000002,5069,29.531
456,11.3169,-60.55,4987,-1.0
457,50.791084000000005,-119.076402,5855,21.538
458,-22.9011,-43.4438,11528,21.451
459,6.671364807000001,38.48117754,6886,15.805
460,47.96243163,-122.23811869999999,4170,22.735
461,37.8751,-122.5621,10869,0.751
462,43.1294,-124.3342,1402,21.857
463,15.3288,-61.347,6627,-1.0
464,47.2586,-122.26299999999999,2889,19.94
465,14.6219,-90.5119,10267,23.029
466,-13.5168,-73.7262,12154,36.659
467,37.5957,-121.9277,9039,26.962
468,44.6474,-93.7933,12968,10.558
469,1.68,-76.97,6071,5.352
470,46.028,-123.2443,9805,16.878
471,49.4635,-117.4965,1254,26.886
472,-22.8547,-43.0921,10603,14.479
473,48.1181,-123.4307,4514,6.508
474,36.6468,-111.633,10431,25.136
475,-42.26370999,173.8069031,7391,26.303
476,47.9427,-122.3085,6243,26.479
477,37.4112,-110.4255,6085,13.142
478,0.57289631,35.52140462,11725,29.689
479,45.0432,-110.73200000000001,5432,24.099
480,40.5606,-75.1735,12392,6.259
481,-41.0415,145.8596,13240,0.0
482,65.0167,-16.7406,4184,-1.0
483,0.133,29.271,11173,16.617
484,8.5121,-82.0513,8749,23.143
485,10.4891,-66.9146,7701,0.0
486,9.6227,-83.8359,13416,0.0
487,45.8256,-123.9611,2041,18.879
488,34.58431055,-119.26222859999999,3193,26.593
489,35.6369,-82.5377,7533,5.217
490,17.1933,-96.6045,5264,16.572
491,4.42019723,-75.23580452,11341,29.465
492,34.2716,-118.0282,10293,29.515
493,49.02217598,-122.8050423,8586,27.972
494,37.2524,-122.1367,3952,7.776
495,14.7691,-88.78,2880,17.665
496,33.023,-117.105,5299,5.417
497,-29.4878,-51.3442,10860,4.693
498,54.99913875,-7.332155031,4179,3.007
499,40.5276,-79.7953,4945,12.759
500,47.8636,-121.6737,9666,21.896
501,40.6632,-122.7994,10438,13.181
502,57.1225,-135.3549,3738,5.473
503,9.2924,-79.7478,7996,17.021
504,4.44059512,-75.24390515,12961,30.007
505,40.6545,-89.5567,13249,0.713
506,-40.8834,172.7672,8324,-1.0
507,4.535061251,-75.33650769,12995,27.356
508,38.419903999999995,-81.50457,8572,13.34
509,-22.9849,-43.696999999999996,10894,22.92
510,4.8159586910000005,-73.64232847,5863,1.91
511,40.7918,-77.7785,9692,12.129
512,45.5635,-123.5826,7708,7.084
513,38.4072,-82.4261,9833,13.76
514,39.1396,-84.5284,12350,2.988
515,39.9243,-111.5443,10407,19.119
516,36.99351356,-106.2829351,12734,4.032
517,37.6141,-119.07600000000001,9659,26.05
518,45.3959,-122.4788,6611,15.229
519,-40.1513,176.8426,5094,14.426
520,-15.999,-67.5836,4146,1.016
521,44.9683,-93.2365,10063,6.233
522,47.9196,-122.315,4374,27.314
523,40.3493,-79.8003,1606,17.467
524,47.844033,-122.342937,12506,20.662
525,43.0274,-74.8851,2083,16.66
526,-44.69050147,169.13439499999998,5060,0.0
527,39.1226,-84.4756,11979,4.671
528,43.3982,-75.3733,10097,12.309
529,37.4053,-122.2577,5252,22.842
530,11.1807,-60.7651,4380,-1.0
531,43.6698,40.298,11377,27.145
532,42.3236,86.3841,7505,1.194
533,35.22195907,-82.31845689,5636,6.582
534,40.3722,-91.3955,2413,1.331
535,13.8176,-85.68799999999999,8129,2.377
536,36.3812,52.8557,12196,10.794
537,14.3666,-90.2848,7161,16.026
538,44.0645,-123.8296,13276,25.719
539,37.0976,-122.0027,10893,14.765
540,-0.8425,34.6812,11941,14.892
541,-36.95034055,174.64940780000003,5864,0.0
542,42.5627,-123.3722,8747,12.456
543,39.016715000000005,-82.04352800000001,8575,8.731
544,37.8121,-107.6645,13418,15.178
545,33.5752,-117.76299999999999,134,23.091
546,37.0971,-121.9908,8111,1.377
547,51.23626124,-118.9831899,762,26.085
548,10.8313,-60.9991,2619,-1.0
549,39.4302,-120.0336,13088,20.794
550,45.54554329,-122.78674270000002,6843,14.291
551,4.44059512,-75.24390515,7991,30.007
552,4.410393324,-75.20825145,12966,28.405
553,45.9641,-123.1705,4728,5.011
554,38.07540319,-82.59402528,1854,23.62
555,43.3593,-124.1618,9205,23.93
556,44.08419617,-122.2329364,11189,23.529
557,15.3796,-90.5316,2289,1.08
558,45.5812,-123.9456,9661,30.306
559,-13.15926081,-72.53217241,9453,24.562
560,-0.65,37.1,2887,1.424
561,37.9051,-122.6035,10269,0.733
562,39.7958,-121.4519,13271,11.241
563,-22.5221,-43.2192,11526,18.526
564,0.05234555,36.17306899,11714,21.573
565,15.7318,-90.8924,1291,18.88
566,50.47670366,7.586365803,6888,15.147
567,47.8085,-122.3005,13043,26.863
568,8.4408,-80.8605,12191,4.448
569,42.8296,21.576999999999998,7166,16.085
570,42.4135,-71.6974,11370,0.0
571,-28.2167,-65.8667,13427,0.878
572,45.5609,-123.9064,7502,27.274
573,4.4755950460000005,-75.28030534,8778,29.731
574,14.0256,-84.5919,339,1.4
575,38.00807124,-122.6173031,7730,0.859
576,0.48100000000000004,29.449,5067,13.443
577,-41.0875,175.1498,10090,27.168
578,50.0023,-116.9044,4989,29.842
579,47.2543,-122.5514,10256,23.65
580,46.3291,11.2315,11384,30.148
581,46.51108985,6.658183,12501,8.35
582,12.349,-84.8195,3156,0.0
583,44.1579,-123.5776,6424,22.633
584,-16.54900909,-68.06892167,3364,30.04
585,10.6906,-61.591,6616,0.0
586,40.4445,-111.7078,10858,7.44
587,50.7662,-1.2772,1433,0.557
588,34.2062,-117.7994,13285,9.456
589,-0.792,29.835,3700,9.969
590,42.5676,45.2472,12357,32.122
591,43.312,-122.6815,4525,9.007
592,40.85999701,-75.7288122,1057,5.528
593,41.386,-71.9558,4717,0.207
594,42.9627,-123.8389,10632,29.019
595,56.2908,-132.3459,1265,29.479
596,56.4567,-6.0505,9008,18.219
597,34.1542,-117.9057,9834,3.608
598,4.44059512,-75.24390515,12959,30.007
599,-41.1869,173.363,7132,0.0
600,53.042,-4.0337,3592,14.733
601,-2.839,28.686,5665,29.439
602,4.417645231,-75.23434403,4585,29.43
603,40.34846467,-80.96197002,5457,11.324
604,46.539613,12.132183,1493,18.307
605,45.415317,-122.79093700000001,7764,10.702
606,46.36603374,8.945059319,2216,36.374
607,43.7521,-116.2885,13473,17.788
608,3.4677,-76.5908,2024,25.575
609,4.532646283,-75.32381413,11324,26.882
610,4.407930428,-75.24045695,10030,27.626
611,43.3211,-2.4281,6642,12.608
612,46.9785,-123.8671,3330,18.817
613,39.2535,-111.6396,9438,4.726
614,45.8892,6.7933,1655,32.14
615,33.25383574,-117.1540032,10202,19.397
616,19.0719,-97.0474,9860,33.776
617,44.4624,18.842,6828,9.772
618,42.87622668,-72.6685558,12131,4.026
619,48.11195613,24.25462294,10666,21.288
620,39.1904,-106.8152,4743,24.124
621,8.5772,-82.8232,10454,26.795
622,4.44059512,-75.24390515,4571,30.007
623,36.9346,-111.4876,6226,16.373
624,56.7325,-2.6551,12303,-1.0
625,40.4427,-80.0342,3754,10.909
626,44.5248,-93.9077,7569,11.904
627,47.3851,-122.8044,2827,24.891
628,44.1009,-71.6322,8521,5.007
629,9.251,-83.8591,6689,3.84
630,48.21279544,-116.9164557,5468,12.712
631,-38.6623,178.0177,4788,0.0
632,38.4001,-82.4685,9097,13.891
633,12.3487,-84.8163,8145,0.0
634,48.3481,-124.5243,6219,0.0
635,-1.0,36.7667,8383,13.223
636,36.20785464,-86.95613007,10659,7.73
637,39.19874154,-123.28477179999999,12932,22.033
638,44.0881,-123.1716,6817,11.494
639,40.95926388,-75.39314420000001,3901,8.412
640,56.6215,-132.6394,9407,28.196
641,0.4695,35.6128,9635,22.746
642,37.6536,-112.9821,4916,13.682
643,-9.937999999999999,33.4318,10453,3.139
644,4.440595124,-75.24280515,4576,30.08
645,-8.980346,-77.277592,1838,15.826
646,37.5927,-82.8679,2681,14.146
647,33.7248,-118.3218,3753,16.236
648,39.2925,-121.0591,9867,17.127
649,48.615528999999995,-122.438565,6013,24.9
650,39.982,-75.2055,3561,1.901
651,48.67805991,-121.24422150000001,10661,33.895
652,40.7358,-123.2306,1236,21.827
653,46.3029,-67.5221,3939,1.501
654,37.2573,-87.1772,6477,3.744
655,40.77327756,73.62572743,10205,20.796
656,-22.7483,-43.4887,1652,23.107
657,52.2396,-1.4480000000000002,3337,2.107
658,38.5678,-90.6426,12760,1.792
659,-38.2134,178.3197,6483,13.473
660,1.0059,34.400999999999996,8519,33.174
661,39.1994,-107.2271,2023,23.809
662,4.466817159,-75.26484183,11323,29.46
663,-12.0929,-77.0832,5206,30.992
664,45.5598,-123.8924,5808,26.84
665,35.7279,-106.715,5034,13.483
666,48.23301744,-116.8964519,7763,15.044
667,39.0163,-122.6411,12794,2.251
668,4.44059512,-75.24390515,2211,30.007
669,4.4222561339999995,-75.19374055,4582,27.367
670,38.15973736,-81.29662255,5450,14.583
671,30.4273,-88.8807,7307,0.101
672,42.3395,-124.4124,13222,16.306
673,34.1548,-117.8708,3595,3.777
674,-37.92755705,-57.52793468,10695,0.0
675,-3.648,29.337,5662,19.704
676,13.9616,-86.56299999999999,3308,20.404
677,4.486492455,-75.25827019,9632,28.377
